"","source","source_level","target","target_level","edge_type","time","value"
"1","debt securities",2,"core",3,"debt securities","2008-Q4",1701.496759
"2","debt securities",2,"core",3,"debt securities","2009-Q1",1705.85038
"3","debt securities",2,"core",3,"debt securities","2009-Q2",1859.891251
"4","debt securities",2,"core",3,"debt securities","2009-Q3",2001.728826
"5","debt securities",2,"core",3,"debt securities","2009-Q4",2081.163606
"6","debt securities",2,"core",3,"debt securities","2010-Q1",2215.00112713018
"7","debt securities",2,"core",3,"debt securities","2010-Q2",2272.532569214
"8","debt securities",2,"core",3,"debt securities","2010-Q3",2341.87253582733
"9","debt securities",2,"core",3,"debt securities","2010-Q4",2361.3275835
"10","debt securities",2,"core",3,"debt securities","2011-Q1",2348.879207
"11","debt securities",2,"core",3,"debt securities","2011-Q2",2385.213992
"12","debt securities",2,"core",3,"debt securities","2011-Q3",2380.372728
"13","debt securities",2,"core",3,"debt securities","2011-Q4",2506.664146
"14","debt securities",2,"core",3,"debt securities","2012-Q1",2676.443418
"15","debt securities",2,"core",3,"debt securities","2012-Q2",2731.49928
"16","debt securities",2,"core",3,"debt securities","2012-Q3",2858.030471
"17","debt securities",2,"core",3,"debt securities","2012-Q4",2968.700493
"18","debt securities",2,"core",3,"debt securities","2013-Q1",3071.681146
"19","debt securities",2,"core",3,"debt securities","2013-Q2",3047.253938
"20","debt securities",2,"core",3,"debt securities","2013-Q3",3098.974355
"21","debt securities",2,"core",3,"debt securities","2013-Q4",3114.853849
"22","debt securities",2,"core",3,"debt securities","2014-Q1",3244.54255
"23","debt securities",2,"core",3,"debt securities","2014-Q2",3402.40167
"24","debt securities",2,"core",3,"debt securities","2014-Q3",3563.853229643
"25","debt securities",2,"core",3,"debt securities","2014-Q4",3616.915353777
"26","debt securities",2,"core",3,"debt securities","2015-Q1",3966.51958346376
"27","debt securities",2,"core",3,"debt securities","2015-Q2",3877.11156272315
"28","debt securities",2,"core",3,"debt securities","2015-Q3",3835.22057297597
"29","debt securities",2,"core",3,"debt securities","2015-Q4",3870.761731613
"30","debt securities",2,"core",3,"debt securities","2016-Q1",3901.11889255619
"31","debt securities",2,"core",3,"debt securities","2016-Q2",4077.92927164131
"32","debt securities",2,"core",3,"debt securities","2016-Q3",4214.52343265782
"33","debt securities",2,"core",3,"debt securities","2016-Q4",4211.80856296614
"34","debt securities",2,"core",3,"debt securities","2017-Q1",4318.93606892459
"35","debt securities",2,"core",3,"debt securities","2017-Q2",4384.31432123989
"36","debt securities",2,"core",3,"debt securities","2017-Q3",4468.0550023076
"37","debt securities",2,"core",3,"debt securities","2017-Q4",4505.30051103632
"38","equity",2,"core",3,"total","2008-Q4",1141.450179
"39","equity",2,"core",3,"total","2009-Q1",1056.475617
"40","equity",2,"core",3,"total","2009-Q2",1239.104061
"41","equity",2,"core",3,"total","2009-Q3",1548.246675
"42","equity",2,"core",3,"total","2009-Q4",1676.275374
"43","equity",2,"core",3,"total","2010-Q1",1815.55087452018
"44","equity",2,"core",3,"total","2010-Q2",1713.56252560814
"45","equity",2,"core",3,"total","2010-Q3",1796.33351624071
"46","equity",2,"core",3,"total","2010-Q4",1992.7157712
"47","equity",2,"core",3,"total","2011-Q1",1976.713851
"48","equity",2,"core",3,"total","2011-Q2",1959.879636
"49","equity",2,"core",3,"total","2011-Q3",1638.233798
"50","equity",2,"core",3,"total","2011-Q4",1736.938436
"51","equity",2,"core",3,"total","2012-Q1",1889.253381
"52","equity",2,"core",3,"total","2012-Q2",1818.939868
"53","equity",2,"core",3,"total","2012-Q3",1921.191676
"54","equity",2,"core",3,"total","2012-Q4",1986.88269
"55","equity",2,"core",3,"total","2013-Q1",2142.21337
"56","equity",2,"core",3,"total","2013-Q2",2094.708285
"57","equity",2,"core",3,"total","2013-Q3",2228.272154
"58","equity",2,"core",3,"total","2013-Q4",2369.356088
"59","equity",2,"core",3,"total","2014-Q1",2421.743451
"60","equity",2,"core",3,"total","2014-Q2",2569.309015
"61","equity",2,"core",3,"total","2014-Q3",2669.52089214382
"62","equity",2,"core",3,"total","2014-Q4",2749.86291393389
"63","equity",2,"core",3,"total","2015-Q1",3182.24262459821
"64","equity",2,"core",3,"total","2015-Q2",3111.84638943036
"65","equity",2,"core",3,"total","2015-Q3",2854.50993307298
"66","equity",2,"core",3,"total","2015-Q4",3082.984986866
"67","equity",2,"core",3,"total","2016-Q1",2928.78449686694
"68","equity",2,"core",3,"total","2016-Q2",2972.48528956714
"69","equity",2,"core",3,"total","2016-Q3",3132.67193233877
"70","equity",2,"core",3,"total","2016-Q4",3296.54812187964
"71","equity",2,"core",3,"total","2017-Q1",3512.16296906327
"72","equity",2,"core",3,"total","2017-Q2",3525.82321288303
"73","equity",2,"core",3,"total","2017-Q3",3663.94715481003
"74","equity",2,"core",3,"total","2017-Q4",3817.78321336562
"75","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2008-Q4",340.256115
"76","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q1",347.131418
"77","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q2",362.556272
"78","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q3",384.964071
"79","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q4",387.63053
"80","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q1",392.834459023236
"81","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q2",381.13891472474
"82","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q3",385.918800780356
"83","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q4",375.491912
"84","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q1",383.549514
"85","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q2",387.172103
"86","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q3",380.708204
"87","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q4",390.609627
"88","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q1",422.340653
"89","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q2",412.488328
"90","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q3",414.511543
"91","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q4",416.094171
"92","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q1",407.313819
"93","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q2",404.303144
"94","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q3",394.398816
"95","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q4",390.323226
"96","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q1",409.399703
"97","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q2",416.310906
"98","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q3",423.96167689066
"99","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q4",411.230501182313
"100","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q1",409.88919461606
"101","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q2",394.623142235208
"102","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q3",386.784810232204
"103","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q4",370.82572803319
"104","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q1",371.175998584828
"105","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q2",370.796957959649
"106","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q3",372.609154706973
"107","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q4",366.307916320587
"108","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q1",375.902979359289
"109","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q2",383.83386297396
"110","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q3",386.246094026586
"111","mfi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q4",395.540696538965
"112","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2008-Q4",605.698856
"113","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q1",619.802363
"114","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q2",631.427028
"115","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q3",666.0634
"116","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q4",682.319657
"117","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q1",704.4627342369
"118","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q2",707.774035776095
"119","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q3",722.07990802792
"120","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q4",691.2940569
"121","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q1",675.352682
"122","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q2",671.92936
"123","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q3",681.226316
"124","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q4",675.557013
"125","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q1",682.439566
"126","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q2",697.695391
"127","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q3",714.405253
"128","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q4",747.733701
"129","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q1",755.54991297653
"130","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q2",773.161935
"131","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q3",800.895855
"132","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q4",809.739267
"133","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q1",858.914902
"134","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q2",889.440656
"135","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q3",915.570328675983
"136","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q4",929.14858457043
"137","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q1",996.007317964671
"138","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q2",940.32810678045
"139","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q3",959.46643489862
"140","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q4",943.795468952334
"141","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q1",947.836390250352
"142","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q2",944.466402556538
"143","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q3",934.429989717727
"144","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q4",895.947413460641
"145","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q1",864.781155116762
"146","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q2",866.133950305045
"147","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q3",868.615914937975
"148","govt debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q4",853.93192463775
"149","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2008-Q4",148.440791
"150","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q1",149.597169
"151","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q2",171.573396
"152","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q3",187.321774
"153","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q4",187.827191
"154","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q1",198.839236291271
"155","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q2",192.947705655379
"156","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q3",193.55958702162
"157","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q4",193.8641521
"158","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q1",200.274156
"159","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q2",196.321815
"160","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q3",183.901405
"161","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q4",186.265157
"162","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q1",209.613629
"163","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q2",207.992647
"164","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q3",232.690915
"165","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q4",241.595153
"166","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q1",245.17729565608
"167","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q2",247.871901
"168","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q3",257.43295
"169","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q4",264.520304
"170","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q1",303.71191
"171","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q2",325.967704
"172","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q3",328.233957515924
"173","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q4",332.338541
"174","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q1",357.8097076427
"175","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q2",352.10727941881
"176","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q3",339.91721393322
"177","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q4",350.4364839342
"178","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q1",343.498696733925
"179","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q2",355.447600909947
"180","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q3",370.567304958541
"181","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q4",369.592996175916
"182","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q1",380.716448837335
"183","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q2",395.60909059458
"184","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q3",404.18532535674
"185","ofi debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q4",406.503989305887
"186","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2008-Q4",3.203308
"187","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q1",3.982454
"188","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q2",3.942226
"189","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q3",4.989362
"190","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q4",5.593802
"191","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q1",5.906493
"192","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q2",6.092303
"193","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q3",6.441442
"194","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q4",6.227661
"195","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q1",5.605086
"196","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q2",5.879969
"197","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q3",4.770667
"198","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q4",4.47963
"199","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q1",5.609141
"200","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q2",4.952428
"201","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q3",5.978895
"202","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q4",7.745642
"203","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q1",8.231626892
"204","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q2",8.37564
"205","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q3",9.028795
"206","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q4",10.417955
"207","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q1",11.793811
"208","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q2",11.345883
"209","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q3",12.19132
"210","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q4",13.35313
"211","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q1",14.608962
"212","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q2",13.890073
"213","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q3",13.564202
"214","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q4",14.922829
"215","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q1",14.264807
"216","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q2",14.510129
"217","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q3",14.662909
"218","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q4",14.631371
"219","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q1",15.612675
"220","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q2",16.164478
"221","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q3",16.419905
"222","icpf debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q4",17.35303
"223","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2008-Q4",99.059138
"224","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q1",105.912119
"225","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q2",121.491842
"226","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q3",137.294785
"227","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2009-Q4",145.416205
"228","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q1",156.059119060044
"229","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q2",151.950464362315
"230","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q3",164.476708864682
"231","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2010-Q4",164.8741798
"232","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q1",165.552301
"233","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q2",170.224748
"234","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q3",163.053983
"235","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2011-Q4",167.94078
"236","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q1",184.408285
"237","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q2",184.815404
"238","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q3",201.792672
"239","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2012-Q4",211.030798
"240","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q1",219.2820507731
"241","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q2",217.978725
"242","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q3",227.42914
"243","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2013-Q4",235.50022
"244","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q1",261.815053
"245","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q2",273.290314
"246","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q3",280.139330151127
"247","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2014-Q4",278.711688
"248","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q1",300.15554642389
"249","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q2",295.147213515
"250","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q3",292.71895244
"251","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2015-Q4",297.94084519127
"252","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q1",307.061212200235
"253","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q2",328.073183207633
"254","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q3",341.054365699045
"255","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2016-Q4",341.080060402328
"256","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q1",341.817614894438
"257","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q2",348.263345237228
"258","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q3",355.093290711717
"259","nfc debt sec",0,"Euro Area debt sec",1,"debt securities","2017-Q4",358.696579101041
"260","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2008-Q4",130.399596
"261","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q1",140.66422
"262","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q2",159.086678
"263","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q3",179.387939
"264","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q4",198.81085
"265","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q1",217.38492828761
"266","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q2",228.85618977442
"267","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q3",242.4425847402
"268","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q4",246.4487557
"269","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q1",244.926579
"270","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q2",251.557146
"271","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q3",251.827374
"272","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q4",271.279924
"273","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q1",327.791075
"274","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q2",330.084615
"275","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q3",338.974132
"276","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q4",347.536411
"277","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q1",346.933182277361
"278","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q2",339.138308
"279","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q3",359.181791
"280","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q4",361.596265
"281","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q1",406.373153
"282","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q2",427.465085
"283","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q3",456.982281184318
"284","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q4",477.04304028
"285","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q1",528.52400556
"286","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q2",532.677726159932
"287","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q3",536.082337303729
"288","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q4",547.947657802727
"289","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q1",555.895313375615
"290","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q2",584.27671577297
"291","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q3",624.96686573732
"292","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2016-Q4",628.082687242264
"293","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q1",664.582019578127
"294","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q2",676.865651981293
"295","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q3",686.09405268153
"296","EU member states outside the Euro Area debt sec",0,"outside Euro Area debt sec",1,"debt securities","2017-Q4",710.128808124438
"297","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2008-Q4",164.881652
"298","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q1",181.509258
"299","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q2",226.9795
"300","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q3",236.089283
"301","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2009-Q4",255.111231
"302","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q1",287.973387893265
"303","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q2",320.91600742823
"304","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q3",326.51860360495
"305","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2010-Q4",360.3851671
"306","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q1",350.6521
"307","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q2",357.468227
"308","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q3",368.680508
"309","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2011-Q4",436.583659
"310","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q1",453.809174
"311","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q2",467.503786
"312","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q3",493.827944
"313","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2012-Q4",510.196824
"314","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q1",563.179706881063
"315","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q2",551.105527
"316","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q3",548.636424
"317","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2013-Q4",548.187714
"318","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q1",524.559314
"319","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q2",544.977033
"320","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q3",593.333195703733
"321","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2014-Q4",617.309036216
"322","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q1",730.55935926228
"323","United States debt sec",0,"outside Euro Area debt sec",1,"debt securities","2015-Q2",724.10717961754
