"","source","source_level","target","target_level","edge_type","time","value"
"1022","remaining",2,"core",3,"remaining","2011-Q1",522.980963
"1119","remaining",2,"core",3,"remaining","2011-Q2",507.840278
"1216","remaining",2,"core",3,"remaining","2011-Q3",573.032255
"1322","remaining",2,"core",3,"remaining","2011-Q4",488.2175
"1416","remaining",2,"core",3,"remaining","2012-Q1",547.904848
"1516","remaining",2,"core",3,"remaining","2012-Q2",556.286666
"1622","remaining",2,"core",3,"remaining","2012-Q3",591.226016
"1716","remaining",2,"core",3,"remaining","2012-Q4",540.432341
"1816","remaining",2,"core",3,"remaining","2013-Q1",617.681696
"1922","remaining",2,"core",3,"remaining","2013-Q2",660.362879
"2016","remaining",2,"core",3,"remaining","2013-Q3",620.192308
"2116","remaining",2,"core",3,"remaining","2013-Q4",570.583997
"2222","remaining",2,"core",3,"remaining","2014-Q1",671.436337
"2316","remaining",2,"core",3,"remaining","2014-Q2",680.09863
"2416","remaining",2,"core",3,"remaining","2014-Q3",761.46399787
"2522","remaining",2,"core",3,"remaining","2014-Q4",690.060567527
"2616","remaining",2,"core",3,"remaining","2015-Q1",864.736203
"2716","remaining",2,"core",3,"remaining","2015-Q2",868.612504
"2822","remaining",2,"core",3,"remaining","2015-Q3",879.935162
"2916","remaining",2,"core",3,"remaining","2015-Q4",837.212543
"3016","remaining",2,"core",3,"remaining","2016-Q1",893.862363
"3122","remaining",2,"core",3,"remaining","2016-Q2",912.385774
"3216","remaining",2,"core",3,"remaining","2016-Q3",884.131434629346
"3316","remaining",2,"core",3,"remaining","2016-Q4",834.963366315799
"3422","remaining",2,"core",3,"remaining","2017-Q1",951.290568247566
"3516","remaining",2,"core",3,"remaining","2017-Q2",940.366465492234
"3616","remaining",2,"core",3,"remaining","2017-Q3",828.048015217356
"3722","remaining",2,"core",3,"remaining","2017-Q4",780.902236242515
"1120","core",3,"deposit and loan claims",4,"deposit and loan claims","2008-Q4",114.331276
"2107","core",3,"deposit and loan claims",4,"deposit and loan claims","2009-Q1",106.413712
"3107","core",3,"deposit and loan claims",4,"deposit and loan claims","2009-Q2",111.008565
"4113","core",3,"deposit and loan claims",4,"deposit and loan claims","2009-Q3",121.821226
"5107","core",3,"deposit and loan claims",4,"deposit and loan claims","2009-Q4",125.355438
"6107","core",3,"deposit and loan claims",4,"deposit and loan claims","2010-Q1",127.952735
"754","core",3,"deposit and loan claims",4,"deposit and loan claims","2010-Q2",137.596335
"817","core",3,"deposit and loan claims",4,"deposit and loan claims","2010-Q3",132.042458
"923","core",3,"deposit and loan claims",4,"deposit and loan claims","2010-Q4",118.784231
"1023","core",3,"deposit and loan claims",4,"deposit and loan claims","2011-Q1",131.192343
"1121","core",3,"deposit and loan claims",4,"deposit and loan claims","2011-Q2",126.736655
"1217","core",3,"deposit and loan claims",4,"deposit and loan claims","2011-Q3",133.199413
"1323","core",3,"deposit and loan claims",4,"deposit and loan claims","2011-Q4",118.143505
"1417","core",3,"deposit and loan claims",4,"deposit and loan claims","2012-Q1",129.534294
"1517","core",3,"deposit and loan claims",4,"deposit and loan claims","2012-Q2",134.035017
"1623","core",3,"deposit and loan claims",4,"deposit and loan claims","2012-Q3",155.467734
"1717","core",3,"deposit and loan claims",4,"deposit and loan claims","2012-Q4",148.685419
"1817","core",3,"deposit and loan claims",4,"deposit and loan claims","2013-Q1",154.837642
"1923","core",3,"deposit and loan claims",4,"deposit and loan claims","2013-Q2",160.837296
"2017","core",3,"deposit and loan claims",4,"deposit and loan claims","2013-Q3",167.256835
"2117","core",3,"deposit and loan claims",4,"deposit and loan claims","2013-Q4",166.764338
"2223","core",3,"deposit and loan claims",4,"deposit and loan claims","2014-Q1",190.305786
"2317","core",3,"deposit and loan claims",4,"deposit and loan claims","2014-Q2",189.654243
"2417","core",3,"deposit and loan claims",4,"deposit and loan claims","2014-Q3",211.951028
"2523","core",3,"deposit and loan claims",4,"deposit and loan claims","2014-Q4",203.293949
"2617","core",3,"deposit and loan claims",4,"deposit and loan claims","2015-Q1",235.098069
"2717","core",3,"deposit and loan claims",4,"deposit and loan claims","2015-Q2",207.610905
"2823","core",3,"deposit and loan claims",4,"deposit and loan claims","2015-Q3",246.211069
"2917","core",3,"deposit and loan claims",4,"deposit and loan claims","2015-Q4",263.711747
"3017","core",3,"deposit and loan claims",4,"deposit and loan claims","2016-Q1",281.068804
"3123","core",3,"deposit and loan claims",4,"deposit and loan claims","2016-Q2",289.107691
"3217","core",3,"deposit and loan claims",4,"deposit and loan claims","2016-Q3",301.748325
"3317","core",3,"deposit and loan claims",4,"deposit and loan claims","2016-Q4",302.251459
"3423","core",3,"deposit and loan claims",4,"deposit and loan claims","2017-Q1",321.631015
"3517","core",3,"deposit and loan claims",4,"deposit and loan claims","2017-Q2",327.351488
"3617","core",3,"deposit and loan claims",4,"deposit and loan claims","2017-Q3",376.267012
"3723","core",3,"deposit and loan claims",4,"deposit and loan claims","2017-Q4",377.712752
"1122","core",3,"Investment fund and money market shares",4,"equity","2008-Q4",4042.625424
"2108","core",3,"Investment fund and money market shares",4,"equity","2009-Q1",3918.553436
"3108","core",3,"Investment fund and money market shares",4,"equity","2009-Q2",4294.49035
"4114","core",3,"Investment fund and money market shares",4,"equity","2009-Q3",4772.022699
"5108","core",3,"Investment fund and money market shares",4,"equity","2009-Q4",5009.287461
"6108","core",3,"Investment fund and money market shares",4,"equity","2010-Q1",5355.63263302786
"755","core",3,"Investment fund and money market shares",4,"equity","2010-Q2",5352.45901227848
"818","core",3,"Investment fund and money market shares",4,"equity","2010-Q3",5537.32050887
"924","core",3,"Investment fund and money market shares",4,"equity","2010-Q4",5782.020795
"1024","core",3,"Investment fund and money market shares",4,"equity","2011-Q1",5786.96927
"1123","core",3,"Investment fund and money market shares",4,"equity","2011-Q2",5808.309809
"1218","core",3,"Investment fund and money market shares",4,"equity","2011-Q3",5430.676548
"1324","core",3,"Investment fund and money market shares",4,"equity","2011-Q4",5676.323668
"1418","core",3,"Investment fund and money market shares",4,"equity","2012-Q1",6080.101696
"1518","core",3,"Investment fund and money market shares",4,"equity","2012-Q2",6083.638551
"1624","core",3,"Investment fund and money market shares",4,"equity","2012-Q3",6354.243156
"1718","core",3,"Investment fund and money market shares",4,"equity","2012-Q4",6564.981639
"1818","core",3,"Investment fund and money market shares",4,"equity","2013-Q1",6897.228694
"1924","core",3,"Investment fund and money market shares",4,"equity","2013-Q2",6824.128661
"2018","core",3,"Investment fund and money market shares",4,"equity","2013-Q3",7048.926986
"2118","core",3,"Investment fund and money market shares",4,"equity","2013-Q4",7266.997769
"2224","core",3,"Investment fund and money market shares",4,"equity","2014-Q1",7489.508837
"2318","core",3,"Investment fund and money market shares",4,"equity","2014-Q2",7867.696667
"2418","core",3,"Investment fund and money market shares",4,"equity","2014-Q3",8195.49873025961
"2524","core",3,"Investment fund and money market shares",4,"equity","2014-Q4",8473.668082875
"2618","core",3,"Investment fund and money market shares",4,"equity","2015-Q1",9449.055061292
"2718","core",3,"Investment fund and money market shares",4,"equity","2015-Q2",9362.990710949
"2824","core",3,"Investment fund and money market shares",4,"equity","2015-Q3",9004.926098033
"2918","core",3,"Investment fund and money market shares",4,"equity","2015-Q4",9364.31815315
"3018","core",3,"Investment fund and money market shares",4,"equity","2016-Q1",9242.99823555733
"3124","core",3,"Investment fund and money market shares",4,"equity","2016-Q2",9479.479715349
"3218","core",3,"Investment fund and money market shares",4,"equity","2016-Q3",9822.972896281
"3318","core",3,"Investment fund and money market shares",4,"equity","2016-Q4",10050.981465026
"3424","core",3,"Investment fund and money market shares",4,"equity","2017-Q1",10486.715491809
"3518","core",3,"Investment fund and money market shares",4,"equity","2017-Q2",10653.504149846
"3618","core",3,"Investment fund and money market shares",4,"equity","2017-Q3",10929.924791096
"3724","core",3,"Investment fund and money market shares",4,"equity","2017-Q4",11211.942788854
"1124","core",3,"remaining",4,"remaining","2008-Q4",304.467714
"2109","core",3,"remaining",4,"remaining","2009-Q1",295.416236
"3109","core",3,"remaining",4,"remaining","2009-Q2",296.072678
"4115","core",3,"remaining",4,"remaining","2009-Q3",291.520964
"5109","core",3,"remaining",4,"remaining","2009-Q4",295.809972
"6109","core",3,"remaining",4,"remaining","2010-Q1",380.02802077128
"756","core",3,"remaining",4,"remaining","2010-Q2",393.91894548056
"819","core",3,"remaining",4,"remaining","2010-Q3",401.4938931396
"925","core",3,"remaining",4,"remaining","2010-Q4",395.6012516
"1025","core",3,"remaining",4,"remaining","2011-Q1",440.506563
"1125","core",3,"remaining",4,"remaining","2011-Q2",444.541096
"1219","core",3,"remaining",4,"remaining","2011-Q3",534.590098
"1325","core",3,"remaining",4,"remaining","2011-Q4",436.093484
"1419","core",3,"remaining",4,"remaining","2012-Q1",487.580496
"1519","core",3,"remaining",4,"remaining","2012-Q2",505.285009
"1625","core",3,"remaining",4,"remaining","2012-Q3",538.804011
"1719","core",3,"remaining",4,"remaining","2012-Q4",471.450403
"1819","core",3,"remaining",4,"remaining","2013-Q1",558.280043
"1925","core",3,"remaining",4,"remaining","2013-Q2",608.775038
"2019","core",3,"remaining",4,"remaining","2013-Q3",561.497048
"2119","core",3,"remaining",4,"remaining","2013-Q4",508.299193
"2225","core",3,"remaining",4,"remaining","2014-Q1",648.710465
"2319","core",3,"remaining",4,"remaining","2014-Q2",660.555919
"2419","core",3,"remaining",4,"remaining","2014-Q3",761.59110444
"2525","core",3,"remaining",4,"remaining","2014-Q4",630.26158311
"2619","core",3,"remaining",4,"remaining","2015-Q1",825.250155
"2719","core",3,"remaining",4,"remaining","2015-Q2",799.834029
"2825","core",3,"remaining",4,"remaining","2015-Q3",819.290202
"2919","core",3,"remaining",4,"remaining","2015-Q4",756.645243
"3019","core",3,"remaining",4,"remaining","2016-Q1",796.697701
"3125","core",3,"remaining",4,"remaining","2016-Q2",850.943594
"3219","core",3,"remaining",4,"remaining","2016-Q3",829.051372251994
"3319","core",3,"remaining",4,"remaining","2016-Q4",769.598215273875
"3425","core",3,"remaining",4,"remaining","2017-Q1",882.793414692698
"3519","core",3,"remaining",4,"remaining","2017-Q2",857.79939397849
"3619","core",3,"remaining",4,"remaining","2017-Q3",776.755041179409
"3725","core",3,"remaining",4,"remaining","2017-Q4",700.047780460887
